trip_id,start_loc,start_time,end_loc,end_time,distance_km,energy_min_pct,energy_max_pct,energy_probabilities
B32,M27204,854,A035,888,8.5,1,7,0.0514;0.1061;0.1720;0.2156;0.2095;0.1550;0.0904
B33,A035,875,M27204,909,8.5,2,7,0.0974;0.2018;0.2741;0.2384;0.1354;0.0529
B34,M27204,896,A035,930,8.5,1,7,0.0474;0.1153;0.1988;0.2428;0.2100;0.1284;0.0573
B35,A035,913,M27204,947,8.5,1,7,0.0548;0.1140;0.1839;0.2229;0.2059;0.1418;0.0767
B36,M27204,930,A035,964,8.5,2,7,0.0638;0.1674;0.2707;0.2708;0.1640;0.0633
B37,A035,947,M27204,981,8.5,2,8,0.0950;0.1566;0.2042;0.2112;0.1685;0.1079;0.0566
B38,M27204,968,A035,1002,8.5,1,7,0.0518;0.1104;0.1793;0.2219;0.2088;0.1467;0.0811
B39,A035,989,M27204,1023,8.5,2,7,0.0843;0.1822;0.2606;0.2493;0.1565;0.0671
B40,M27204,1010,A035,1044,8.5,2,6,0.1131;0.2225;0.2906;0.2400;0.1338
B41,A035,1031,M27204,1065,8.5,3,8,0.0669;0.1557;0.2465;0.2611;0.1825;0.0873
B42,M27204,1052,A035,1086,8.5,1,8,0.0454;0.0946;0.1536;0.1965;0.2000;0.1581;0.1007;0.0511
B43,A035,1073,M27204,1107,8.5,2,8,0.0937;0.1592;0.2101;0.2149;0.1682;0.1027;0.0512
B44,M27204,1094,A035,1128,8.5,2,10,0.0493;0.0865;0.1315;0.1636;0.1771;0.1567;0.1176;0.0752;0.0425
B45,A035,1115,M27204,1149,8.5,1,7,0.0492;0.1210;0.2063;0.2470;0.2049;0.1207;0.0509
B46,M27204,1136,A035,1170,8.5,2,7,0.1174;0.2126;0.2644;0.2212;0.1294;0.0550
B47,A035,1155,M27204,1189,8.5,1,7,0.0565;0.1120;0.1767;0.2158;0.2053;0.1480;0.0857
B48,M27204,1174,A035,1208,8.5,1,8,0.0442;0.0966;0.1602;0.2051;0.2039;0.1554;0.0914;0.0432
B49,A035,1193,M27204,1227,8.5,2,7,0.0769;0.1795;0.2660;0.2566;0.1571;0.0639
B50,M27204,1212,A035,1246,8.5,2,7,0.0621;0.1559;0.2536;0.2680;0.1800;0.0804
B51,A035,1231,M27204,1265,8.5,2,8,0.0666;0.1365;0.2053;0.2328;0.1891;0.1160;0.0537
B52,M27204,1250,A035,1284,8.5,1,7,0.0525;0.1222;0.2030;0.2418;0.2028;0.1229;0.0548
B53,A035,1271,M27204,1305,8.5,2,7,0.0665;0.1737;0.2757;0.2689;0.1572;0.0580
B54,M27204,1292,A035,1326,8.5,2,8,0.0818;0.1476;0.2046;0.2204;0.1776;0.1121;0.0559
B55,A035,1313,M27204,1347,8.5,2,8,0.0686;0.1258;0.1839;0.2125;0.1926;0.1370;0.0796
B56,M27204,1334,A035,1368,8.5,2,7,0.0987;0.1916;0.2581;0.2374;0.1483;0.0659
B57,A035,1355,M27204,1389,8.5,2,7,0.0731;0.1766;0.2678;0.2610;0.1584;0.0631
B58,M27204,1376,A035,1410,8.5,2,7,0.0685;0.1714;0.2675;0.2651;0.1626;0.0649
