trip_id,start_loc,start_time,end_loc,end_time,distance_km,energy_min_pct,energy_max_pct,energy_probabilities
B17,A035,311,M27204,345,8.5,2,6,0.1027;0.2293;0.3094;0.2424;0.1162
B18,M27204,316,A035,350,8.5,2,7,0.0755;0.1735;0.2592;0.2572;0.1637;0.0709
B19,A035,321,M27204,355,8.5,2,8,0.0919;0.1579;0.2107;0.2167;0.1692;0.1030;0.0506
B20,M27204,326,A035,360,8.5,1,7,0.0532;0.1074;0.1719;0.2145;0.2078;0.1544;0.0908
B21,A035,331,M27204,365,8.5,1,8,0.0530;0.1007;0.1559;0.1938;0.1933;0.1528;0.0984;0.0521
B22,M27204,336,A035,370,8.5,1,7,0.0469;0.1148;0.1979;0.2426;0.2107;0.1290;0.0581
B23,A035,341,M27204,375,8.5,1,8,0.0434;0.0888;0.1429;0.1859;0.1980;0.1659;0.1124;0.0627
B24,M27204,346,A035,380,8.5,2,6,0.0945;0.2109;0.2973;0.2568;0.1405
B25,A035,351,M27204,385,8.5,2,7,0.1017;0.2021;0.2701;0.2350;0.1360;0.0551
B26,M27204,356,A035,390,8.5,2,9,0.0600;0.1101;0.1641;0.1953;0.1891;0.1443;0.0900;0.0471
B27,A035,361,M27204,395,8.5,2,10,0.0458;0.0838;0.1295;0.1653;0.1806;0.1604;0.1192;0.0746;0.0408
B28,M27204,366,A035,400,8.5,2,7,0.0893;0.1939;0.2711;0.2461;0.1432;0.0564
B29,A035,371,M27204,405,8.5,2,7,0.1080;0.1886;0.2447;0.2281;0.1534;0.0772
B30,M27204,376,A035,410,8.5,2,7,0.1016;0.2038;0.2722;0.2354;0.1339;0.0531
B31,A035,381,M27204,415,8.5,2,8,0.0777;0.1364;0.1904;0.2133;0.1836;0.1271;0.0715
B32,M27204,386,A035,420,8.5,3,10,0.0755;0.1196;0.1611;0.1827;0.1743;0.1378;0.0938;0.0552
B33,A035,391,M27204,425,8.5,1,7,0.0634;0.1265;0.1921;0.2238;0.1956;0.1309;0.0677
B34,M27204,396,A035,430,8.5,1,7,0.0688;0.1321;0.1939;0.2220;0.1901;0.1267;0.0664
B35,A035,401,M27204,435,8.5,2,7,0.0900;0.1747;0.2417;0.2406;0.1673;0.0857
B36,M27204,406,A035,440,8.5,2,7,0.1020;0.1748;0.2298;0.2285;0.1684;0.0965
B37,A035,411,M27204,445,8.5,2,7,0.0921;0.1665;0.2270;0.2333;0.1776;0.1035
B38,M27204,416,A035,450,8.5,2,7,0.1067;0.1994;0.2605;0.2309;0.1405;0.0620
B39,A035,421,M27204,455,8.5,2,9,0.0630;0.1067;0.1524;0.1821;0.1819;0.1495;0.1032;0.0612
B40,M27204,426,A035,460,8.5,2,6,0.1157;0.2425;0.3066;0.2299;0.1053
B41,A035,431,M27204,465,8.5,2,7,0.1058;0.1765;0.2282;0.2256;0.1670;0.0969
B42,M27204,436,A035,470,8.5,2,7,0.0753;0.1528;0.2277;0.2472;0.1900;0.1070
B43,A035,441,M27204,475,8.5,1,7,0.0560;0.1175;0.1889;0.2265;0.2034;0.1369;0.0708
B44,M27204,446,A035,480,8.5,5,11,0.0715;0.1246;0.1786;0.2060;0.1913;0.1416;0.0864
B45,A035,451,M27204,485,8.5,2,8,0.0806;0.1434;0.1982;0.2170;0.1801;0.1182;0.0625
B46,M27204,456,A035,490,8.5,1,7,0.0744;0.1349;0.1911;0.2165;0.1857;0.1277;0.0697
B47,A035,461,M27204,495,8.5,2,7,0.0940;0.1718;0.2323;0.2347;0.1715;0.0957
B48,M27204,466,A035,500,8.5,2,9,0.0706;0.1182;0.1638;0.1879;0.1791;0.1390;0.0904;0.0510
B49,A035,471,M27204,505,8.5,2,9,0.0585;0.1099;0.1656;0.1981;0.1905;0.1445;0.0881;0.0448
B50,M27204,476,A035,510,8.5,2,6,0.1326;0.2321;0.2792;0.2261;0.1300
B51,A035,481,M27204,515,8.5,2,8,0.0764;0.1448;0.2068;0.2252;0.1810;0.1121;0.0537
B52,M27204,486,A035,520,8.5,2,7,0.1130;0.1924;0.2423;0.2237;0.1512;0.0774
B53,A035,491,M27204,525,8.5,2,7,0.1018;0.2084;0.2777;0.2344;0.1294;0.0483
B54,M27204,496,A035,530,8.5,1,8,0.0543;0.1057;0.1650;0.2020;0.1951;0.1470;0.0877;0.0432
B55,A035,501,M27204,535,8.5,1,7,0.0504;0.1194;0.2010;0.2421;0.2054;0.1255;0.0562
B56,M27204,506,A035,540,8.5,1,8,0.0545;0.1078;0.1689;0.2054;0.1964;0.1439;0.0837;0.0394
B57,A035,511,M27204,545,8.5,1,7,0.0618;0.1163;0.1774;0.2120;0.2004;0.1457;0.0864
B58,M27204,516,A035,550,8.5,1,7,0.0710;0.1307;0.1883;0.2154;0.1900;0.1310;0.0736
B59,A035,521,M27204,555,8.5,2,7,0.1027;0.1972;0.2613;0.2345;0.1423;0.0620
B60,M27204,526,A035,560,8.5,1,7,0.0512;0.1152;0.1902;0.2320;0.2073;0.1366;0.0675
B61,A035,531,M27204,565,8.5,1,7,0.0637;0.1277;0.1945;0.2255;0.1949;0.1284;0.0653
B62,M27204,536,A035,570,8.5,2,9,0.0708;0.1209;0.1677;0.1921;0.1802;0.1363;0.0857;0.0463
B63,A035,541,M27204,575,8.5,2,7,0.0568;0.1484;0.2491;0.2720;0.1882;0.0855
B64,M27204,546,A035,580,8.5,2,8,0.0777;0.1434;0.2025;0.2222;0.1811;0.1152;0.0579
B65,A035,551,M27204,585,8.5,1,7,0.0471;0.1122;0.1921;0.2373;0.2111;0.1357;0.0645
B66,M27204,556,A035,590,8.5,1,7,0.0665;0.1272;0.1891;0.2188;0.1937;0.1323;0.0724
B67,A035,561,M27204,595,8.5,1,7,0.0656;0.1230;0.1832;0.2141;0.1961;0.1383;0.0797
B68,M27204,566,A035,600,8.5,2,7,0.0856;0.1708;0.2398;0.2433;0.1713;0.0892
B69,A035,571,M27204,605,8.5,1,7,0.0672;0.1279;0.1892;0.2184;0.1932;0.1318;0.0723
B70,M27204,576,A035,610,8.5,3,7,0.1161;0.2269;0.2910;0.2370;0.1290
B71,A035,581,M27204,615,8.5,2,9,0.0449;0.0882;0.1394;0.1804;0.1952;0.1658;0.1170;0.0691
B72,M27204,586,A035,620,8.5,2,7,0.0925;0.1856;0.2559;0.2421;0.1541;0.0698
B73,A035,591,M27204,625,8.5,2,7,0.1055;0.1740;0.2244;0.2246;0.1698;0.1017
B74,M27204,596,A035,630,8.5,2,7,0.0836;0.1766;0.2524;0.2487;0.1633;0.0754
B75,A035,601,M27204,635,8.5,2,10,0.0409;0.0762;0.1181;0.1561;0.1747;0.1651;0.1296;0.0882;0.0511
B76,M27204,606,A035,640,8.5,2,8,0.0560;0.1176;0.1890;0.2270;0.2033;0.1368;0.0703
B77,A035,611,M27204,645,8.5,2,6,0.1096;0.2432;0.3141;0.2318;0.1013
B78,M27204,616,A035,650,8.5,1,7,0.0483;0.1154;0.1968;0.2398;0.2089;0.1308;0.0600
B79,A035,621,M27204,655,8.5,1,8,0.0420;0.0932;0.1551;0.2024;0.2048;0.1594;0.0967;0.0464
B80,M27204,626,A035,660,8.5,2,8,0.0723;0.1331;0.1902;0.2164;0.1877;0.1289;0.0714
B81,A035,631,M27204,665,8.5,1,7,0.0633;0.1257;0.1916;0.2229;0.1960;0.1320;0.0685
B82,M27204,636,A035,670,8.5,3,10,0.0669;0.1190;0.1698;0.1967;0.1842;0.1368;0.0833;0.0433
B83,A035,641,M27204,675,8.5,2,8,0.0670;0.1254;0.1858;0.2153;0.1937;0.1360;0.0768
B84,M27204,646,A035,680,8.5,1,7,0.0501;0.1080;0.1779;0.2221;0.2106;0.1487;0.0826
B85,A035,651,M27204,685,8.5,1,8,0.0504;0.0993;0.1579;0.1985;0.1969;0.1536;0.0953;0.0481
B86,M27204,656,A035,690,8.5,2,7,0.0965;0.1983;0.2703;0.2395;0.1390;0.0564
B87,A035,660,M27204,694,8.5,2,6,0.1115;0.2214;0.2916;0.2415;0.1340
B88,M27204,664,A035,698,8.5,2,8,0.0554;0.1300;0.2125;0.2472;0.1965;0.1121;0.0463
B89,A035,668,M27204,702,8.5,2,8,0.0754;0.1375;0.1953;0.2186;0.1851;0.1227;0.0654
B90,M27204,672,A035,706,8.5,1,8,0.0503;0.1015;0.1625;0.2028;0.1989;0.1507;0.0898;0.0435
B91,A035,676,M27204,710,8.5,2,7,0.0749;0.1655;0.2485;0.2545;0.1737;0.0829
B92,M27204,680,A035,714,8.5,2,7,0.1097;0.1868;0.2387;0.2257;0.1555;0.0836
B93,A035,684,M27204,718,8.5,1,7,0.0504;0.1100;0.1814;0.2249;0.2101;0.1452;0.0780
B94,M27204,688,A035,722,8.5,1,7,0.0497;0.1046;0.1717;0.2175;0.2111;0.1558;0.0896
B95,A035,692,M27204,726,8.5,2,7,0.1070;0.2098;0.2733;0.2301;0.1292;0.0506
B96,M27204,696,A035,730,8.5,2,7,0.1185;0.2102;0.2600;0.2209;0.1322;0.0582
B97,A035,700,M27204,734,8.5,2,7,0.1005;0.1714;0.2251;0.2275;0.1730;0.1025
B98,M27204,704,A035,738,8.5,3,8,0.0751;0.1697;0.2549;0.2566;0.1685;0.0752
B99,A035,708,M27204,742,8.5,3,8,0.1162;0.2157;0.2697;0.2220;0.1255;0.0509
B100,M27204,712,A035,746,8.5,2,7,0.1179;0.2180;0.2700;0.2208;0.1239;0.0494
B101,A035,716,M27204,750,8.5,2,9,0.0782;0.1297;0.1743;0.1953;0.1754;0.1282;0.0781;0.0408
B102,M27204,720,A035,754,8.5,1,8,0.0553;0.1073;0.1665;0.2024;0.1949;0.1453;0.0863;0.0420
B103,A035,724,M27204,758,8.5,2,10,0.0452;0.0843;0.1311;0.1677;0.1831;0.1600;0.1179;0.0722;0.0385
B104,M27204,728,A035,762,8.5,4,9,0.1201;0.2175;0.2667;0.2189;0.1250;0.0518
B105,A035,732,M27204,766,8.5,2,6,0.1233;0.2327;0.2892;0.2313;0.1235
B106,M27204,736,A035,770,8.5,2,6,0.1014;0.2312;0.3129;0.2423;0.1122
B107,A035,740,M27204,774,8.5,2,9,0.0550;0.1021;0.1561;0.1922;0.1913;0.1517;0.0987;0.0529
B108,M27204,744,A035,778,8.5,2,8,0.0681;0.1397;0.2090;0.2341;0.1862;0.1122;0.0507
B109,A035,748,M27204,782,8.5,3,8,0.0970;0.1689;0.2255;0.2296;0.1756;0.1034
B110,M27204,752,A035,786,8.5,1,8,0.0448;0.0959;0.1576;0.2012;0.2026;0.1567;0.0951;0.0461
B111,A035,756,M27204,790,8.5,2,7,0.1000;0.1849;0.2461;0.2348;0.1567;0.0775
B112,M27204,760,A035,794,8.5,1,7,0.0602;0.1231;0.1930;0.2272;0.1989;0.1313;0.0663
B113,A035,764,M27204,798,8.5,2,7,0.0491;0.1343;0.2395;0.2765;0.2028;0.0978
B114,M27204,768,A035,802,8.5,1,7,0.0460;0.1162;0.2032;0.2478;0.2089;0.1246;0.0533
B115,A035,772,M27204,806,8.5,2,8,0.0908;0.1516;0.1999;0.2105;0.1729;0.1133;0.0610
B116,M27204,776,A035,810,8.5,2,8,0.0911;0.1554;0.2063;0.2146;0.1707;0.1074;0.0545
B117,A035,781,M27204,815,8.5,2,6,0.0870;0.2143;0.3105;0.2596;0.1286
B118,M27204,786,A035,820,8.5,1,7,0.0621;0.1172;0.1788;0.2130;0.1997;0.1447;0.0845
B119,A035,791,M27204,825,8.5,2,7,0.0983;0.1736;0.2307;0.2314;0.1699;0.0961
B120,M27204,796,A035,830,8.5,1,8,0.0443;0.0913;0.1472;0.1904;0.1986;0.1631;0.1072;0.0579
B121,A035,801,M27204,835,8.5,3,8,0.0675;0.1449;0.2260;0.2534;0.1974;0.1108
B122,M27204,806,A035,840,8.5,3,9,0.0856;0.1395;0.1854;0.2053;0.1784;0.1284;0.0774
B123,A035,811,M27204,845,8.5,1,7,0.0722;0.1345;0.1924;0.2190;0.1874;0.1267;0.0678
B124,M27204,816,A035,850,8.5,1,7,0.0582;0.1155;0.1812;0.2182;0.2030;0.1431;0.0808
B125,A035,821,M27204,855,8.5,4,9,0.1060;0.1810;0.2361;0.2281;0.1607;0.0881
B126,M27204,826,A035,860,8.5,2,8,0.0864;0.1548;0.2098;0.2195;0.1730;0.1054;0.0511
B127,A035,831,M27204,865,8.5,1,7,0.0618;0.1226;0.1887;0.2223;0.1981;0.1348;0.0717
B128,M27204,836,A035,870,8.5,2,7,0.1207;0.2186;0.2677;0.2188;0.1235;0.0507
B129,A035,840,M27204,874,8.5,1,8,0.0457;0.0932;0.1497;0.1927;0.1980;0.1601;0.1052;0.0554
B130,M27204,844,A035,878,8.5,1,7,0.0574;0.1243;0.1989;0.2346;0.1996;0.1255;0.0597
B131,A035,848,M27204,882,8.5,1,7,0.0612;0.1242;0.1932;0.2263;0.1981;0.1309;0.0661
B132,M27204,852,A035,886,8.5,2,6,0.0792;0.1969;0.2992;0.2743;0.1504
B133,A035,856,M27204,890,8.5,2,8,0.0500;0.1139;0.1906;0.2333;0.2085;0.1368;0.0669
B134,M27204,860,A035,894,8.5,2,7,0.0973;0.1763;0.2365;0.2341;0.1659;0.0899
B135,A035,864,M27204,898,8.5,1,7,0.0671;0.1323;0.1967;0.2258;0.1914;0.1238;0.0629
B136,M27204,868,A035,902,8.5,2,7,0.0768;0.1595;0.2358;0.2479;0.1828;0.0972
B137,A035,872,M27204,906,8.5,2,7,0.1022;0.1735;0.2273;0.2280;0.1699;0.0991
B138,M27204,876,A035,910,8.5,2,7,0.1201;0.2117;0.2601;0.2194;0.1308;0.0579
B139,A035,880,M27204,914,8.5,1,7,0.0730;0.1329;0.1896;0.2154;0.1875;0.1295;0.0721
B140,M27204,884,A035,918,8.5,2,8,0.0964;0.1576;0.2052;0.2105;0.1678;0.1069;0.0556
B141,A035,888,M27204,922,8.5,2,8,0.0597;0.1325;0.2108;0.2421;0.1934;0.1131;0.0484
B142,M27204,892,A035,926,8.5,4,12,0.0547;0.0865;0.1234;0.1496;0.1632;0.1529;0.1233;0.0895;0.0569
B143,A035,896,M27204,930,8.5,2,7,0.0989;0.1817;0.2430;0.2344;0.1600;0.0820
B144,M27204,901,A035,935,8.5,1,8,0.0457;0.0935;0.1510;0.1941;0.1985;0.1595;0.1036;0.0541
B145,A035,906,M27204,940,8.5,2,7,0.0717;0.1544;0.2355;0.2526;0.1872;0.0986
B146,M27204,911,A035,945,8.5,1,7,0.0541;0.1228;0.2027;0.2403;0.2015;0.1232;0.0554
B147,A035,916,M27204,950,8.5,1,7,0.0489;0.1160;0.1964;0.2389;0.2085;0.1309;0.0604
B148,M27204,921,A035,955,8.5,2,8,0.0441;0.1067;0.1881;0.2379;0.2162;0.1402;0.0668
B149,A035,926,M27204,960,8.5,2,8,0.0638;0.1390;0.2148;0.2411;0.1889;0.1071;0.0453
B150,M27204,931,A035,965,8.5,3,8,0.0684;0.1456;0.2258;0.2525;0.1968;0.1109
B151,A035,936,M27204,970,8.5,1,7,0.0702;0.1314;0.1909;0.2184;0.1898;0.1296;0.0697
B152,M27204,941,A035,975,8.5,2,7,0.1119;0.2119;0.2706;0.2257;0.1282;0.0517
B153,A035,946,M27204,980,8.5,2,8,0.0723;0.1351;0.1942;0.2203;0.1870;0.1251;0.0660
B154,M27204,951,A035,985,8.5,1,7,0.0586;0.1201;0.1901;0.2257;0.2010;0.1350;0.0695
B155,A035,956,M27204,990,8.5,1,8,0.0446;0.0939;0.1528;0.1971;0.2004;0.1590;0.1010;0.0512
B156,M27204,961,A035,995,8.5,2,8,0.0842;0.1369;0.1832;0.2037;0.1801;0.1313;0.0806
B157,A035,966,M27204,1000,8.5,2,9,0.0595;0.1037;0.1520;0.1844;0.1855;0.1511;0.1037;0.0601
B158,M27204,971,A035,1005,8.5,1,8,0.0550;0.1047;0.1622;0.1984;0.1937;0.1488;0.0911;0.0461
B159,A035,976,M27204,1010,8.5,1,7,0.0494;0.1164;0.1965;0.2387;0.2079;0.1308;0.0603
B160,M27204,981,A035,1015,8.5,3,8,0.1109;0.2021;0.2593;0.2280;0.1378;0.0619
B161,A035,986,M27204,1020,8.5,2,7,0.0617;0.1422;0.2308;0.2605;0.1985;0.1063
B162,M27204,991,A035,1025,8.5,3,11,0.0376;0.0699;0.1111;0.1500;0.1722;0.1680;0.1374;0.0962;0.0576
B163,A035,996,M27204,1030,8.5,2,8,0.0993;0.1645;0.2125;0.2136;0.1640;0.0976;0.0485
B164,M27204,1001,A035,1035,8.5,2,8,0.0779;0.1357;0.1881;0.2120;0.1835;0.1288;0.0740
B165,A035,1006,M27204,1040,8.5,2,9,0.0705;0.1232;0.1729;0.1980;0.1818;0.1328;0.0801;0.0407
B166,M27204,1011,A035,1045,8.5,2,8,0.0770;0.1387;0.1949;0.2175;0.1836;0.1226;0.0657
B167,A035,1016,M27204,1050,8.5,2,6,0.1090;0.2351;0.3074;0.2366;0.1119
B168,M27204,1021,A035,1055,8.5,4,10,0.0614;0.1248;0.1944;0.2276;0.1978;0.1289;0.0651
B169,A035,1026,M27204,1060,8.5,1,7,0.0663;0.1296;0.1940;0.2242;0.1927;0.1275;0.0657
B170,M27204,1031,A035,1065,8.5,1,7,0.0603;0.1142;0.1762;0.2120;0.2019;0.1480;0.0874
B171,A035,1036,M27204,1070,8.5,2,9,0.0612;0.1085;0.1585;0.1892;0.1859;0.1467;0.0967;0.0533
B172,M27204,1041,A035,1075,8.5,1,7,0.0601;0.1186;0.1853;0.2203;0.2006;0.1389;0.0762
B173,A035,1046,M27204,1080,8.5,2,6,0.1115;0.2366;0.3063;0.2343;0.1113
B174,M27204,1051,A035,1085,8.5,2,7,0.0662;0.1575;0.2505;0.2630;0.1797;0.0831
B175,A035,1056,M27204,1090,8.5,1,7,0.0589;0.1178;0.1849;0.2209;0.2019;0.1394;0.0762
B176,M27204,1061,A035,1095,8.5,2,9,0.0622;0.1067;0.1538;0.1840;0.1833;0.1487;0.1020;0.0593
B177,A035,1066,M27204,1100,8.5,2,7,0.0783;0.1711;0.2517;0.2533;0.1683;0.0773
B178,M27204,1071,A035,1105,8.5,1,7,0.0601;0.1181;0.1840;0.2190;0.2012;0.1402;0.0774
B179,A035,1076,M27204,1110,8.5,2,7,0.0495;0.1267;0.2259;0.2702;0.2126;0.1151
B180,M27204,1081,A035,1115,8.5,3,10,0.0427;0.0941;0.1568;0.2030;0.2051;0.1581;0.0948;0.0454
B181,A035,1086,M27204,1120,8.5,1,7,0.0610;0.1268;0.1981;0.2317;0.1968;0.1249;0.0607
B182,M27204,1091,A035,1125,8.5,1,8,0.0514;0.1003;0.1575;0.1974;0.1958;0.1527;0.0958;0.0491
B183,A035,1096,M27204,1130,8.5,1,7,0.0667;0.1320;0.1976;0.2263;0.1918;0.1234;0.0622
B184,M27204,1101,A035,1135,8.5,2,7,0.1022;0.1840;0.2426;0.2322;0.1578;0.0812
B185,A035,1106,M27204,1140,8.5,2,8,0.0772;0.1347;0.1879;0.2119;0.1846;0.1292;0.0745
B186,M27204,1111,A035,1145,8.5,2,8,0.0845;0.1469;0.1992;0.2155;0.1772;0.1155;0.0612
B187,A035,1116,M27204,1150,8.5,2,9,0.0761;0.1249;0.1709;0.1929;0.1768;0.1320;0.0821;0.0443
B188,M27204,1121,A035,1155,8.5,1,8,0.0567;0.1066;0.1632;0.1981;0.1922;0.1471;0.0902;0.0459
B189,A035,1126,M27204,1160,8.5,1,8,0.0465;0.0995;0.1619;0.2058;0.2023;0.1523;0.0893;0.0424
B190,M27204,1131,A035,1165,8.5,1,7,0.0486;0.1090;0.1823;0.2273;0.2121;0.1445;0.0762
B191,A035,1136,M27204,1170,8.5,1,7,0.0604;0.1272;0.2000;0.2333;0.1966;0.1237;0.0588
B192,M27204,1141,A035,1175,8.5,2,7,0.1023;0.2027;0.2699;0.2346;0.1356;0.0549
B193,A035,1146,M27204,1180,8.5,2,7,0.1120;0.2042;0.2602;0.2267;0.1367;0.0602
B194,M27204,1151,A035,1185,8.5,2,7,0.0819;0.1578;0.2257;0.2404;0.1862;0.1080
B195,A035,1156,M27204,1190,8.5,2,7,0.0690;0.1556;0.2412;0.2564;0.1848;0.0930
B196,M27204,1161,A035,1195,8.5,3,9,0.0590;0.1307;0.2080;0.2402;0.1948;0.1164;0.0509
B197,A035,1166,M27204,1200,8.5,1,7,0.0609;0.1174;0.1814;0.2160;0.2008;0.1423;0.0812
B198,M27204,1171,A035,1205,8.5,2,7,0.1035;0.2000;0.2652;0.2339;0.1386;0.0588
B199,A035,1176,M27204,1210,8.5,1,8,0.0482;0.0960;0.1539;0.1947;0.1971;0.1565;0.1011;0.0525
B200,M27204,1181,A035,1215,8.5,2,6,0.1136;0.2329;0.3001;0.2354;0.1180
B201,A035,1186,M27204,1220,8.5,1,7,0.0441;0.1134;0.2020;0.2490;0.2118;0.1261;0.0536
B202,M27204,1191,A035,1225,8.5,1,8,0.0540;0.1059;0.1656;0.2029;0.1957;0.1467;0.0870;0.0422
B203,A035,1196,M27204,1230,8.5,2,7,0.1030;0.1781;0.2336;0.2293;0.1644;0.0916
B204,M27204,1201,A035,1235,8.5,1,8,0.0435;0.0974;0.1631;0.2086;0.2062;0.1531;0.0881;0.0400
B205,A035,1206,M27204,1240,8.5,3,10,0.0638;0.1132;0.1630;0.1926;0.1854;0.1425;0.0906;0.0489
B206,M27204,1211,A035,1245,8.5,2,7,0.1027;0.1830;0.2411;0.2313;0.1588;0.0831
B207,A035,1216,M27204,1250,8.5,2,6,0.1224;0.2383;0.2960;0.2284;0.1149
B208,M27204,1221,A035,1255,8.5,2,7,0.0699;0.1593;0.2462;0.2573;0.1802;0.0871
B209,A035,1226,M27204,1260,8.5,2,7,0.1081;0.1916;0.2483;0.2287;0.1501;0.0732
B210,M27204,1231,A035,1265,8.5,4,9,0.1006;0.1721;0.2260;0.2282;0.1720;0.1011
B211,A035,1236,M27204,1270,8.5,2,8,0.0780;0.1519;0.2171;0.2295;0.1771;0.1011;0.0453
B212,M27204,1241,A035,1275,8.5,2,8,0.0858;0.1510;0.2052;0.2172;0.1745;0.1104;0.0559
B213,A035,1246,M27204,1280,8.5,1,8,0.0547;0.1048;0.1622;0.1986;0.1939;0.1488;0.0910;0.0460
B214,M27204,1251,A035,1285,8.5,3,10,0.0524;0.1029;0.1631;0.2019;0.1972;0.1492;0.0894;0.0439
B215,A035,1256,M27204,1290,8.5,1,8,0.0513;0.0979;0.1539;0.1922;0.1942;0.1552;0.1014;0.0539
B216,M27204,1260,A035,1294,8.5,5,12,0.0582;0.1064;0.1587;0.1919;0.1888;0.1479;0.0962;0.0519
B217,A035,1264,M27204,1298,8.5,2,8,0.0480;0.1175;0.2017;0.2448;0.2075;0.1255;0.0550
B218,M27204,1268,A035,1302,8.5,2,9,0.0537;0.0983;0.1504;0.1868;0.1902;0.1559;0.1052;0.0595
B219,A035,1272,M27204,1306,8.5,1,8,0.0464;0.0925;0.1472;0.1891;0.1959;0.1616;0.1079;0.0594
B220,M27204,1276,A035,1310,8.5,2,7,0.1111;0.2025;0.2591;0.2275;0.1379;0.0619
B221,A035,1280,M27204,1314,8.5,1,7,0.0629;0.1267;0.1935;0.2256;0.1960;0.1295;0.0658
B222,M27204,1284,A035,1318,8.5,1,7,0.0512;0.1061;0.1725;0.2165;0.2098;0.1544;0.0895
B223,A035,1288,M27204,1322,8.5,2,7,0.0878;0.1807;0.2525;0.2451;0.1597;0.0742
B224,M27204,1292,A035,1326,8.5,2,9,0.0417;0.0907;0.1514;0.1984;0.2037;0.1618;0.1015;0.0508
B225,A035,1296,M27204,1330,8.5,1,7,0.0641;0.1303;0.1990;0.2294;0.1935;0.1233;0.0604
B226,M27204,1300,A035,1334,8.5,2,8,0.0903;0.1500;0.1972;0.2103;0.1735;0.1154;0.0633
B227,A035,1304,M27204,1338,8.5,1,7,0.0455;0.1133;0.1988;0.2448;0.2121;0.1286;0.0569
B228,M27204,1308,A035,1342,8.5,2,6,0.1297;0.2367;0.2873;0.2258;0.1205
B229,A035,1312,M27204,1346,8.5,2,8,0.0885;0.1486;0.1984;0.2126;0.1750;0.1150;0.0619
B230,M27204,1316,A035,1350,8.5,3,9,0.0467;0.1142;0.1970;0.2425;0.2109;0.1302;0.0585
B231,A035,1321,M27204,1355,8.5,2,9,0.0474;0.0887;0.1370;0.1759;0.1911;0.1656;0.1204;0.0739
B232,M27204,1326,A035,1360,8.5,1,7,0.0468;0.1063;0.1804;0.2279;0.2140;0.1470;0.0776
B233,A035,1331,M27204,1365,8.5,2,6,0.1086;0.2386;0.3113;0.2347;0.1068
B234,M27204,1336,A035,1370,8.5,2,6,0.1244;0.2284;0.2842;0.2320;0.1310
B235,A035,1341,M27204,1375,8.5,2,7,0.1124;0.2128;0.2709;0.2249;0.1278;0.0512
B236,M27204,1346,A035,1380,8.5,2,7,0.0561;0.1604;0.2713;0.2788;0.1694;0.0640
B237,A035,1351,M27204,1385,8.5,2,7,0.0725;0.1581;0.2410;0.2537;0.1823;0.0924
B238,M27204,1356,A035,1390,8.5,2,7,0.1092;0.1902;0.2451;0.2276;0.1519;0.0760
B239,A035,1361,M27204,1395,8.5,2,7,0.0948;0.1735;0.2336;0.2346;0.1702;0.0933
B240,M27204,1366,A035,1400,8.5,2,7,0.0988;0.1946;0.2627;0.2378;0.1440;0.0621
B241,A035,1371,M27204,1405,8.5,2,8,0.0774;0.1463;0.2071;0.2251;0.1799;0.1111;0.0531
B242,M27204,1376,A035,1410,8.5,4,9,0.1065;0.1886;0.2469;0.2295;0.1529;0.0756
