trip_id,start_loc,start_time,end_loc,end_time,distance_km,energy_min_pct,energy_max_pct,energy_probabilities
B27,A035,443,M27204,477,8.5,2,6,0.1209;0.2394;0.2986;0.2288;0.1123
B28,M27204,451,A035,485,8.5,2,7,0.0542;0.1447;0.2462;0.2731;0.1928;0.0890
B29,A035,459,M27204,493,8.5,1,7,0.0630;0.1295;0.1995;0.2304;0.1943;0.1234;0.0599
B30,M27204,467,A035,501,8.5,2,8,0.0728;0.1362;0.1955;0.2207;0.1868;0.1233;0.0647
B31,A035,475,M27204,509,8.5,2,8,0.0617;0.1261;0.1961;0.2296;0.1965;0.1269;0.0631
B32,M27204,482,A035,516,8.5,2,6,0.1169;0.2362;0.3003;0.2321;0.1145
B33,A035,489,M27204,523,8.5,2,6,0.0808;0.2017;0.3032;0.2702;0.1441
B34,M27204,496,A035,530,8.5,1,7,0.0579;0.1225;0.1946;0.2299;0.2006;0.1300;0.0645
B35,A035,503,M27204,537,8.5,1,8,0.0462;0.0952;0.1541;0.1963;0.1990;0.1575;0.1004;0.0513
B36,M27204,510,A035,544,8.5,1,7,0.0611;0.1185;0.1837;0.2181;0.2007;0.1399;0.0780
B37,A035,517,M27204,551,8.5,3,8,0.0881;0.1730;0.2407;0.2420;0.1691;0.0871
B38,M27204,524,A035,558,8.5,2,8,0.0625;0.1294;0.2011;0.2324;0.1946;0.1219;0.0581
B39,A035,531,M27204,565,8.5,2,8,0.0853;0.1372;0.1819;0.2018;0.1797;0.1321;0.0820
B40,M27204,538,A035,572,8.5,2,7,0.0830;0.1740;0.2483;0.2480;0.1666;0.0801
B41,A035,545,M27204,579,8.5,2,7,0.0867;0.1961;0.2783;0.2484;0.1389;0.0516
B42,M27204,552,A035,586,8.5,2,8,0.0954;0.1627;0.2148;0.2170;0.1659;0.0972;0.0470
B43,A035,559,M27204,593,8.5,1,7,0.0479;0.1078;0.1809;0.2273;0.2126;0.1461;0.0774
B44,M27204,566,A035,600,8.5,2,8,0.0722;0.1472;0.2172;0.2351;0.1813;0.1026;0.0444
B45,A035,573,M27204,607,8.5,2,8,0.0676;0.1413;0.2133;0.2363;0.1861;0.1081;0.0473
B46,M27204,580,A035,614,8.5,3,10,0.0640;0.1039;0.1458;0.1749;0.1780;0.1517;0.1110;0.0707
B47,A035,587,M27204,621,8.5,2,7,0.0816;0.1639;0.2363;0.2440;0.1786;0.0956
B48,M27204,594,A035,628,8.5,2,7,0.1061;0.1918;0.2507;0.2308;0.1489;0.0717
B49,A035,601,M27204,635,8.5,1,7,0.0615;0.1199;0.1850;0.2185;0.1993;0.1390;0.0768
B50,M27204,608,A035,642,8.5,1,7,0.0662;0.1283;0.1925;0.2216;0.1931;0.1302;0.0681
B51,A035,615,M27204,649,8.5,1,7,0.0651;0.1297;0.1969;0.2271;0.1930;0.1252;0.0630
B52,M27204,622,A035,656,8.5,2,9,0.0635;0.1166;0.1706;0.1990;0.1875;0.1383;0.0827;0.0418
B53,A035,629,M27204,663,8.5,2,8,0.0795;0.1538;0.2176;0.2289;0.1755;0.1001;0.0446
B54,M27204,636,A035,670,8.5,2,8,0.0644;0.1221;0.1826;0.2143;0.1971;0.1392;0.0803
B55,A035,643,M27204,677,8.5,2,6,0.1015;0.2146;0.2950;0.2510;0.1379
B56,M27204,650,A035,684,8.5,1,7,0.0602;0.1151;0.1784;0.2139;0.2020;0.1456;0.0848
B57,A035,657,M27204,691,8.5,2,7,0.1074;0.1861;0.2424;0.2286;0.1549;0.0806
B58,M27204,664,A035,698,8.5,1,7,0.0443;0.1071;0.1884;0.2374;0.2158;0.1401;0.0669
B59,A035,671,M27204,705,8.5,1,7,0.0448;0.1132;0.2007;0.2471;0.2119;0.1273;0.0550
B60,M27204,678,A035,712,8.5,2,6,0.1108;0.2221;0.2930;0.2414;0.1327
B61,A035,685,M27204,719,8.5,4,10,0.0830;0.1500;0.2076;0.2209;0.1761;0.1093;0.0531
B62,M27204,692,A035,726,8.5,1,8,0.0485;0.0937;0.1485;0.1889;0.1946;0.1602;0.1066;0.0590
B63,A035,699,M27204,733,8.5,1,7,0.0574;0.1274;0.2036;0.2382;0.1984;0.1203;0.0547
B64,M27204,706,A035,740,8.5,2,8,0.0726;0.1481;0.2183;0.2347;0.1810;0.1018;0.0435
B65,A035,713,M27204,747,8.5,1,7,0.0589;0.1155;0.1811;0.2175;0.2026;0.1432;0.0812
B66,M27204,720,A035,754,8.5,2,7,0.0724;0.1548;0.2361;0.2522;0.1864;0.0981
B67,A035,727,M27204,761,8.5,2,7,0.0801;0.1587;0.2305;0.2434;0.1841;0.1032
B68,M27204,734,A035,768,8.5,2,7,0.1178;0.2150;0.2666;0.2204;0.1272;0.0530
B69,A035,741,M27204,775,8.5,2,6,0.1188;0.2281;0.2907;0.2352;0.1272
B70,M27204,748,A035,782,8.5,1,7,0.0629;0.1203;0.1815;0.2147;0.1985;0.1410;0.0811
B71,A035,755,M27204,789,8.5,1,7,0.0670;0.1296;0.1925;0.2219;0.1919;0.1294;0.0677
B72,M27204,762,A035,796,8.5,2,7,0.1139;0.1962;0.2462;0.2238;0.1467;0.0732
B73,A035,769,M27204,803,8.5,2,7,0.0480;0.1308;0.2356;0.2761;0.2070;0.1025
B74,M27204,776,A035,810,8.5,1,7,0.0593;0.1237;0.1945;0.2291;0.1995;0.1294;0.0645
B75,A035,784,M27204,818,8.5,2,7,0.0964;0.1707;0.2282;0.2308;0.1737;0.1002
B76,M27204,792,A035,826,8.5,2,7,0.1119;0.2047;0.2610;0.2267;0.1362;0.0595
B77,A035,800,M27204,834,8.5,2,7,0.0943;0.1784;0.2416;0.2379;0.1634;0.0844
B78,M27204,808,A035,842,8.5,1,7,0.0495;0.1074;0.1770;0.2222;0.2115;0.1493;0.0831
B79,A035,816,M27204,850,8.5,3,9,0.0878;0.1463;0.1956;0.2112;0.1757;0.1180;0.0654
B80,M27204,824,A035,858,8.5,2,7,0.0534;0.1492;0.2565;0.2774;0.1851;0.0784
B81,A035,832,M27204,866,8.5,2,7,0.0685;0.1638;0.2567;0.2628;0.1727;0.0755
B82,M27204,840,A035,874,8.5,1,7,0.0669;0.1311;0.1959;0.2248;0.1913;0.1258;0.0642
B83,A035,847,M27204,881,8.5,1,7,0.0640;0.1259;0.1906;0.2216;0.1955;0.1326;0.0698
B84,M27204,854,A035,888,8.5,2,7,0.0687;0.1593;0.2489;0.2595;0.1791;0.0845
B85,A035,861,M27204,895,8.5,2,7,0.0868;0.1645;0.2303;0.2380;0.1792;0.1012
B86,M27204,868,A035,902,8.5,2,9,0.0456;0.0961;0.1568;0.1999;0.2016;0.1565;0.0963;0.0472
B87,A035,875,M27204,909,8.5,2,7,0.0982;0.1898;0.2562;0.2376;0.1501;0.0681
B88,M27204,882,A035,916,8.5,4,9,0.1139;0.1993;0.2509;0.2241;0.1432;0.0686
B89,A035,889,M27204,923,8.5,2,9,0.0616;0.1036;0.1481;0.1790;0.1812;0.1528;0.1075;0.0662
B90,M27204,896,A035,930,8.5,1,8,0.0448;0.0917;0.1477;0.1901;0.1980;0.1625;0.1071;0.0581
B91,A035,904,M27204,938,8.5,2,7,0.1080;0.1993;0.2588;0.2297;0.1411;0.0631
B92,M27204,912,A035,946,8.5,2,8,0.0906;0.1531;0.2031;0.2129;0.1718;0.1107;0.0578
B93,A035,920,M27204,954,8.5,1,7,0.0675;0.1231;0.1801;0.2096;0.1944;0.1414;0.0839
B94,M27204,928,A035,962,8.5,1,7,0.0649;0.1259;0.1900;0.2205;0.1951;0.1325;0.0711
B95,A035,936,M27204,970,8.5,1,7,0.0583;0.1146;0.1794;0.2162;0.2032;0.1453;0.0830
B96,M27204,944,A035,978,8.5,2,7,0.0912;0.1687;0.2316;0.2360;0.1749;0.0976
B97,A035,952,M27204,986,8.5,2,7,0.0711;0.1614;0.2485;0.2573;0.1773;0.0844
B98,M27204,960,A035,994,8.5,1,7,0.0633;0.1197;0.1803;0.2130;0.1985;0.1424;0.0828
B99,A035,967,M27204,1001,8.5,2,7,0.0857;0.1797;0.2542;0.2475;0.1600;0.0729
B100,M27204,974,A035,1008,8.5,2,7,0.1108;0.2119;0.2722;0.2266;0.1278;0.0507
B101,A035,981,M27204,1015,8.5,2,7,0.0491;0.1371;0.2439;0.2784;0.1991;0.0924
B102,M27204,988,A035,1022,8.5,2,8,0.0735;0.1352;0.1927;0.2181;0.1865;0.1259;0.0681
B103,A035,995,M27204,1029,8.5,1,7,0.0654;0.1266;0.1902;0.2208;0.1945;0.1321;0.0704
B104,M27204,1002,A035,1036,8.5,2,7,0.0822;0.1769;0.2540;0.2501;0.1629;0.0739
B105,A035,1009,M27204,1043,8.5,2,7,0.0985;0.1968;0.2660;0.2383;0.1412;0.0592
B106,M27204,1016,A035,1050,8.5,2,8,0.0912;0.1462;0.1901;0.2057;0.1742;0.1217;0.0709
B107,A035,1023,M27204,1057,8.5,2,7,0.0736;0.1677;0.2537;0.2574;0.1705;0.0771
B108,M27204,1030,A035,1064,8.5,2,7,0.1015;0.1920;0.2560;0.2346;0.1484;0.0675
B109,A035,1037,M27204,1071,8.5,1,8,0.0433;0.0961;0.1598;0.2057;0.2051;0.1559;0.0912;0.0429
B110,M27204,1044,A035,1078,8.5,2,7,0.0865;0.1809;0.2544;0.2463;0.1595;0.0724
B111,A035,1051,M27204,1085,8.5,2,6,0.1208;0.2359;0.2957;0.2305;0.1171
B112,M27204,1058,A035,1092,8.5,1,7,0.0685;0.1236;0.1799;0.2089;0.1937;0.1410;0.0844
B113,A035,1065,M27204,1099,8.5,2,9,0.0597;0.1031;0.1509;0.1829;0.1845;0.1523;0.1050;0.0616
B114,M27204,1072,A035,1106,8.5,2,8,0.0958;0.1603;0.2095;0.2137;0.1670;0.1023;0.0514
B115,A035,1079,M27204,1113,8.5,2,8,0.0815;0.1411;0.1935;0.2135;0.1806;0.1223;0.0675
B116,M27204,1086,A035,1120,8.5,2,9,0.0647;0.1093;0.1544;0.1830;0.1816;0.1467;0.1009;0.0594
B117,A035,1093,M27204,1127,8.5,2,8,0.0879;0.1496;0.2003;0.2135;0.1748;0.1136;0.0603
B118,M27204,1100,A035,1134,8.5,1,7,0.0503;0.1048;0.1707;0.2158;0.2105;0.1566;0.0913
B119,A035,1107,M27204,1141,8.5,1,7,0.0504;0.1248;0.2110;0.2497;0.2015;0.1156;0.0470
B120,M27204,1114,A035,1148,8.5,1,7,0.0562;0.1198;0.1928;0.2297;0.2025;0.1329;0.0661
B121,A035,1121,M27204,1155,8.5,2,8,0.0837;0.1488;0.2040;0.2187;0.1763;0.1121;0.0564
B122,M27204,1128,A035,1162,8.5,3,8,0.0748;0.1582;0.2378;0.2504;0.1831;0.0957
B123,A035,1135,M27204,1169,8.5,1,7,0.0491;0.1135;0.1909;0.2344;0.2094;0.1366;0.0661
B124,M27204,1143,A035,1177,8.5,2,8,0.0714;0.1357;0.1968;0.2227;0.1879;0.1223;0.0632
B125,A035,1151,M27204,1185,8.5,1,7,0.0499;0.1202;0.2035;0.2445;0.2050;0.1233;0.0536
B126,M27204,1159,A035,1193,8.5,2,7,0.0730;0.1790;0.2733;0.2613;0.1543;0.0591
B127,A035,1167,M27204,1201,8.5,1,7,0.0511;0.1087;0.1783;0.2217;0.2099;0.1481;0.0822
B128,M27204,1175,A035,1209,8.5,2,7,0.0806;0.1787;0.2589;0.2527;0.1598;0.0693
B129,A035,1183,M27204,1217,8.5,2,6,0.1191;0.2243;0.2864;0.2364;0.1338
B130,M27204,1191,A035,1225,8.5,2,8,0.0909;0.1547;0.2051;0.2144;0.1711;0.1085;0.0553
B131,A035,1199,M27204,1233,8.5,2,7,0.0777;0.1695;0.2508;0.2536;0.1693;0.0791
B132,M27204,1207,A035,1241,8.5,2,6,0.1200;0.2243;0.2855;0.2361;0.1341
B133,A035,1215,M27204,1249,8.5,1,7,0.0558;0.1152;0.1839;0.2226;0.2046;0.1413;0.0766
B134,M27204,1223,A035,1257,8.5,2,7,0.0932;0.2025;0.2805;0.2423;0.1328;0.0487
B135,A035,1231,M27204,1265,8.5,2,7,0.1084;0.1773;0.2271;0.2232;0.1663;0.0977
B136,M27204,1239,A035,1273,8.5,3,9,0.0820;0.1481;0.2056;0.2207;0.1775;0.1111;0.0550
B137,A035,1247,M27204,1281,8.5,1,7,0.0575;0.1261;0.2020;0.2370;0.1984;0.1225;0.0565
B138,M27204,1255,A035,1289,8.5,2,8,0.0469;0.1114;0.1917;0.2371;0.2116;0.1363;0.0650
B139,A035,1262,M27204,1296,8.5,2,9,0.0475;0.0899;0.1395;0.1783;0.1922;0.1647;0.1175;0.0704
B140,M27204,1269,A035,1303,8.5,1,8,0.0434;0.0888;0.1433;0.1865;0.1986;0.1654;0.1119;0.0621
B141,A035,1276,M27204,1310,8.5,3,9,0.0594;0.1133;0.1755;0.2127;0.2028;0.1485;0.0878
B142,M27204,1283,A035,1317,8.5,3,8,0.0708;0.1516;0.2314;0.2528;0.1898;0.1036
B143,A035,1290,M27204,1324,8.5,2,7,0.0921;0.1765;0.2418;0.2396;0.1650;0.0850
B144,M27204,1297,A035,1331,8.5,2,8,0.0858;0.1577;0.2155;0.2231;0.1720;0.0996;0.0463
B145,A035,1304,M27204,1338,8.5,2,7,0.0615;0.1719;0.2825;0.2746;0.1555;0.0540
B146,M27204,1311,A035,1345,8.5,2,6,0.1240;0.2367;0.2925;0.2287;0.1181
B147,A035,1318,M27204,1352,8.5,2,6,0.1069;0.2204;0.2942;0.2447;0.1338
B148,M27204,1325,A035,1359,8.5,2,7,0.0928;0.2021;0.2799;0.2426;0.1334;0.0492
B149,A035,1332,M27204,1366,8.5,2,8,0.0857;0.1394;0.1847;0.2045;0.1782;0.1291;0.0784
B150,M27204,1339,A035,1373,8.5,2,7,0.1006;0.1863;0.2476;0.2342;0.1555;0.0758
B151,A035,1346,M27204,1380,8.5,2,6,0.0897;0.2100;0.3017;0.2598;0.1388
B152,M27204,1353,A035,1387,8.5,2,8,0.0587;0.1331;0.2134;0.2448;0.1932;0.1104;0.0464
B153,A035,1360,M27204,1394,8.5,1,7,0.0585;0.1167;0.1832;0.2199;0.2027;0.1412;0.0778
B154,M27204,1367,A035,1401,8.5,2,8,0.0865;0.1374;0.1810;0.2007;0.1792;0.1326;0.0826
B155,A035,1374,M27204,1408,8.5,2,7,0.0842;0.1792;0.2551;0.2490;0.1603;0.0722
